month,The Bahamas,Canada,Costa Rica,Cuba,Belize,Dominican Republic,Greenland,Denmark,Guatemala,Honduras,Haiti,Jamaica,Mexico,Nicaragua,Panama,Puerto Rico,El Salvador,Trinidad and Tobago,Argentina,Bolivia,Brazil,Colombia,Chile,Ecuador,Guyana,Peru,Falkland Islands,United Kingdom,Paraguay,Suriname,Uruguay,Venezuela,Afghanistan,United Arab Emirates,Armenia,Azerbaijan,Bangladesh,Brunei,Bhutan,China,Northern Cyprus,Cyprus,Georgia,Indonesia,India,Iran,Iraq,Jordan,Japan,Kazakhstan,Kyrgyzstan,Cambodia,South Korea,Kuwait,Laos,Lebanon,Sri Lanka,Myanmar,Mongolia,Malaysia,Nepal,Oman,Pakistan,Philippines,North Korea,Qatar,Saudi Arabia,Syria,Thailand,Tajikistan,Turkmenistan,East Timor,Turkey,Taiwan,Uzbekistan,Vietnam,Angola,Yemen,Burundi,Benin,Burkina Faso,Botswana,Central African Republic,Ivory Coast,Cameroon,Republic of Congo,Democratic Republic of the Congo,Djibouti,Algeria,Egypt,Ethiopia,Eritrea,Gabon,Ghana,Guinea,Gambia,Guinea Bissau,Equatorial Guinea,Kenya,Liberia,Libya,Lesotho,Morocco,Madagascar,Mali,Mozambique,Mauritania,Malawi,Namibia,Niger,Nigeria,Rwanda,Western Sahara,Sudan,South Sudan,Senegal,Sierra Leone,Somaliland,Somalia,Swaziland,Chad,Togo,Tunisia,United Republic of Tanzania,Uganda,South Africa,Zambia,Zimbabwe,Albania,Austria,Belgium,Bulgaria,Bosnia and Herzegovina,Belarus,Switzerland,Czech Republic,Germany,Spain,Estonia,Finland,New Caledonia,Greece,Croatia,Hungary,Ireland,Iceland,Italy,Kosovo,Lithuania,Luxembourg,Latvia,Moldova,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Republic of Serbia,Slovakia,Slovenia,Sweden,Ukraine,Australia,New Zealand,Papua New Guinea,Solomon Islands,Vanuatu,United States of America,Israel,French Guyana,Russia,Fiji
4/2018,409.7305663333333,410.3152966150981,407.6705964583334,409.5223482222222,408.6038887804879,409.2331611111111,408.43542875,410.2697953741497,410.31233654292345,409.013029347181,409.7074574264706,408.1038614285714,408.6795018891633,408.42199571428574,409.42498048387097,408.286377,408.56861171428574,409.4159415789474,403.19570654554826,404.5332249514563,406.508586828125,409.0219362370063,404.6533718112245,406.48482458333336,409.5846473943662,406.5490359198113,,410.54582614147904,,408.5758688235295,404.0161004761904,410.2258580892717,410.8057414285715,414.7796772779923,413.23685,408.26436,413.0852395154185,407.414915,409.6651335135135,410.5681221164313,410.4022454761904,411.813475,408.1728172307692,406.17859371698114,412.6845723817164,410.4886043423917,408.39208437543255,411.0861624832624,410.82245194920506,409.524623734482,408.9913145852535,410.706252,411.62398445371775,409.41175355633794,411.0372247457627,407.9437493227092,409.2182312292359,412.06788608470816,410.9757931143498,408.46498675675673,413.3195629085457,410.94810220928304,412.3110091540845,408.6989702229299,410.6722931244153,418.85823763888885,411.78520290879175,409.4803457463768,411.1133695362664,408.7320206523955,410.492721369509,403.7821419834711,408.774289013116,410.2815873728813,409.6774043460629,410.1917462837838,403.6645875201749,411.0603369093681,,415.3837678947369,414.5228763847203,402.87418987406096,411.2569218529412,413.5831520411985,412.923104137931,407.8727023376624,404.7600136407408,409.860375925926,410.6182093131827,409.0476814981772,411.1270041788704,412.749191557252,408.6357162121212,410.8699497826087,413.2554404571226,417.9408135714286,416.27937,,407.64959155414914,410.07663678571424,410.3062784173823,404.4029619285714,408.9426865478968,403.8410207155151,412.09144101552073,403.959042168232,409.9958707298601,404.1756260810811,403.0451206013909,412.17517036243305,415.892703487699,,408.9701592843981,410.1625269487438,413.5098500620821,414.5078538606108,412.7163679268293,408.37409174576266,408.9028998023504,403.98258216666665,410.6926680529833,411.74310263157895,411.8237235414092,404.86794582487306,406.2237197831978,403.9034311787365,404.359494319202,403.3903440745266,408.7928771428571,411.0050195272728,410.309065,409.4157148022599,409.38576,409.4420767306155,409.729298030303,411.49680069444446,409.980217864011,409.3485466137566,409.3794738405797,410.6399815492958,,408.6196847279793,409.7136872200773,409.4995818985695,410.2346441025641,409.9364663888889,409.5115859322034,406.9329971052632,409.5679410658307,,409.73409375457874,411.4212192436974,408.9462378636364,408.5604380645162,411.1623281666667,409.3517123529412,409.4864611798107,409.3204167296786,410.0216761096257,408.9541710902048,409.9010033410138,409.1663782432432,409.7840703297872,409.6228030601874,403.5450796865558,403.8819747070706,405.8902619117648,,405.0720720000001,410.35811094783367,409.7561947572816,409.70136359348203,410.58308711354596,
5/2018,,409.75104237083065,410.436359111111,410.9331947540983,409.9753354545455,410.0663485714287,410.1728382352942,407.086899139785,410.3667165873016,410.83456792114697,409.2309366055047,,409.2861593996205,411.87560750000006,408.343808,408.6016894444445,410.6237796407186,409.930633809524,402.9151813438369,404.5611956617647,406.2123966302865,410.0121782820512,404.5518293548388,407.15278176470594,407.999682,407.17745215958365,,409.15474389972144,,407.3796317857143,402.9495591666667,411.33215215605753,411.30730735006665,413.7413634353741,407.6007527777778,410.85521593038817,413.8869666666667,404.6424733333333,,410.60391829829854,409.5618489189188,412.61917,410.54359883870967,405.5533084777228,413.07270252582737,411.2855090174361,410.9140458568221,410.0993209697386,409.8022167643678,409.1541970906063,407.90049202038927,409.2681842857143,411.5800926193724,409.29101501510576,410.787121931408,,410.54559,412.56136528629855,409.3348870728349,408.27023451612905,411.2531435294118,411.8128138707435,411.77718729331417,409.13787322232224,412.2800645270989,416.2141988070176,412.3823932971752,410.8612145099256,410.5054528285714,408.9399941612903,409.8986728141937,406.2621351351351,408.7245965473581,410.8757932,408.8321539189093,410.32143435244166,404.2577106858993,410.0706034900503,408.64926,417.2359411111111,412.28112058823535,403.4179393570528,409.16639667247387,409.1836223076923,410.5555924150268,405.7770842222223,405.3055611602539,410.06397885333325,411.150695978722,410.9312259620229,410.3261561823708,411.189157960199,408.10057823529417,410.87823,413.4296062440191,412.7986061658031,412.1151405828221,,406.26014079401614,407.845003939394,411.1928183161617,403.5801414494876,409.5994911336913,404.3399542307318,411.3470943693693,404.3097415333961,411.4129939492941,404.3128229915088,403.741953259046,411.9205208250058,415.8755579566982,,409.55348115838507,411.85578321300034,409.5747877763819,412.2665026514806,407.71598,409.2714537830688,408.8788682211539,404.8504320238095,411.596215812633,420.67755,413.21369159108383,405.14454303649234,404.6354231382979,403.5364618782168,404.71506080866703,404.4172404084589,406.6389931818183,408.0144906756756,410.0124,407.58860161849714,408.07982657142855,408.21530405737707,408.1649323770493,408.3597335626536,407.8202855750408,408.3596392788302,409.0129519923372,408.3066723157895,405.4107856250001,407.6761217340067,405.5908521739131,407.1195113253012,410.4081256756756,410.6821913385828,408.1720666546504,406.0964220454545,406.9400295441032,,409.0735847010309,405.7596652380952,407.3598535294118,406.09502440000006,407.9754058035714,408.09553172046594,408.1625841059281,408.8186689576547,406.994436772784,406.495115503876,410.8048,407.2942684375,408.1082312179095,408.0624737632445,403.3442315266935,403.4065833879782,405.3929078787879,406.0773371428571,406.0301648148148,409.7558891817173,409.77811732718897,408.75246541322304,409.38700617463957,405.4984119999999
6/2018,406.968037,407.2306295345629,,409.6191752857143,408.8816594444445,409.43795559210525,407.2730716363635,406.1798522867853,408.6008404545455,407.4678429032259,410.3587681707317,407.871858,409.2521070574265,408.8632836000001,408.11481,410.0164512121213,,400.3430533333333,404.1391275635593,406.0116516666667,406.8528275313405,407.70012982323226,405.2923334210527,409.29039727272726,408.5458103174604,407.40056326783866,,406.775178335301,,407.4809796363637,,410.7587916349048,409.62394314340185,413.7826990763052,408.3529429999999,408.94307268218,409.3801747619048,407.8185460000001,,408.82970084604256,407.6997016901408,408.4092360294117,407.9410284496124,406.7219677121772,413.2241870310354,410.669618059011,411.4676140746888,411.26019504068046,407.1503495978062,406.926472649615,408.11541310888254,413.196552,409.33226683714673,418.0270566666667,408.65740785714286,410.20259710144927,408.88284142857145,410.7630636666667,407.5379233674544,408.1404303448276,410.48580525252527,414.1948938061981,412.7926639085015,408.4304540650407,409.2286718627451,411.6281133573487,412.33681465810497,408.9999517945267,408.78885669565216,410.3395370270271,408.1692350514586,404.28810833333335,407.8837041516147,408.37152,406.921533737035,408.4410133576642,405.6391714206613,412.8563608897014,406.524998,410.84982882352944,413.4108744097222,404.2507579349371,406.68817472222224,407.5178483673469,408.59056505728313,405.68088040084393,406.2697413057238,414.5466121428571,410.01409568709886,409.5987710583342,410.1312493687708,415.2904703703703,406.2562819724771,406.69449490196087,410.2317408333334,,413.3959805555555,,407.5512630938038,406.37827,410.5643304566698,406.4333369078948,408.529824742408,405.3079969577747,417.0296695855856,405.0959187434141,411.0585139078439,404.7548633852768,404.5054067352872,414.11897539938553,413.7425416643867,406.0334502564102,408.80647602375967,411.3093347226467,408.7977731736526,416.40147,,412.3521166706949,410.6640538626374,406.0822257653061,411.5033283104277,,410.16120928390905,405.7744598717239,406.3022140756303,404.6653275977976,405.3817094352332,405.5495093788021,409.99607525,406.20614982532754,405.73159333333336,405.7172471912351,407.3986160897436,407.0102873709677,406.62960161616166,407.6708275,406.5494306376518,408.12674728668696,406.87037218978105,406.47074486486486,405.6034494736842,407.5962454380952,406.38986939516127,407.5567062025317,406.40939926020405,407.8371723448276,407.0660822232064,408.0498503585657,403.43791070257606,,405.6370362921349,406.3533883018868,407.8973827697842,406.8919,406.7467922560976,407.4138419316436,407.0155127468785,406.7615111941848,405.8820747337279,407.6538727826087,404.7984539130436,404.1129148344371,407.343956233536,405.6751995669144,403.97257306655536,403.7213308333334,406.5576627272728,405.85118,406.8809816666667,408.2073235875471,410.2782025806451,406.70669266571883,405.85009576847557,406.37807535714285
7/2018,403.51524,402.55807740168,408.15817,407.7990368112245,411.08222204545456,406.47370325581386,401.04139789115646,403.4479203325416,407.3844891233766,409.133581146789,412.0385471428572,409.89182625,408.3025746299939,409.0869259166667,407.855775,411.26246888888886,406.69561705,403.66385,403.49780583233536,406.6280192670157,406.696813125441,408.70722802857136,404.4063608695653,407.3418837936772,407.567558021978,407.39506112140873,,404.8764869650068,,408.5119496226415,404.28051676328505,409.16246764436295,408.1451661737168,413.0237206031746,409.0118084375,409.1281296433666,,408.156855,,406.44072128861137,406.3813116,406.095198627451,406.40069339055793,406.5224043864317,409.9549579384615,408.0941851779234,408.4635615159378,407.579448212778,408.2382703715333,403.6094036291852,405.6265896255061,408.284174,404.247081547619,411.33204244075824,408.6371128571428,405.8552226645768,407.34391142857146,408.279695,403.3774126725654,407.78621680672273,408.013362,413.7293426073484,410.6723570976693,407.9755160714286,406.6879496919432,412.6463290410959,410.4831677331605,406.7721602457347,406.98395632352936,408.1484918040089,407.1744071163107,407.1838328125,406.6045357917741,,405.86074244577,407.9098381553398,406.3736234805053,412.6963873988712,408.2509352380952,406.5714418181818,409.3090581944445,404.9699254666487,405.9745927574752,405.9700660416667,407.6214842635659,407.7332840938166,407.2285804313892,,409.7904886501864,406.060984734126,409.0250617386018,409.1169913333333,405.7666127567567,407.2246276923077,406.3153021167883,,,404.81238875,408.1378411672943,405.7173821917808,407.8808024456906,406.26668178640784,409.93126881090393,405.45305571692313,412.48156936686905,406.0570288814616,413.2679258322148,405.6021316207277,405.5300307071735,410.214694173913,407.6430151971326,407.24645125,412.6300844767442,409.44805328631736,407.42523449999993,409.76422936962746,,413.2160777041943,410.30728874390246,407.2671277777777,408.9319905024277,,411.8481255228759,406.56322456542273,407.2370556896552,405.2155463735202,406.371411711532,405.7024825953079,404.56479,404.8370930666666,406.02483416326527,403.3439769270167,405.4604780526316,402.7129953125,403.9250917065869,404.5644894078947,404.487472032032,405.4859712167026,402.1589514,403.78388108542384,405.728315,405.3519277579276,403.9102137264151,404.3153968126521,403.8549326410836,405.54462125,406.0577392103053,408.1778253448276,402.7542038095239,406.4485733333333,401.312880224359,405.36742083333337,408.4112658299596,404.18881,405.2765816666667,404.1675075107914,403.89825759229535,406.2210078903826,402.2655495020748,404.1801358461538,404.8497892265193,402.66874461538464,404.32152969678776,404.4127067313916,404.3681982933933,405.1852148387097,406.4716732098765,406.9625785714287,407.022858125,406.1805295172953,406.9993868477207,405.075739624045,402.2732247103151,406.1456448275862
8/2018,405.56652292307695,401.37115430228687,408.174375,406.1284417889908,405.595044680851,407.26971512953367,402.0943401840491,403.6824134328359,402.58196714285714,405.4136192473118,406.09146265060247,406.3337038,405.8204978149586,406.3818161538461,404.3378888888889,406.87756066666674,404.346355109489,404.7665266666667,404.4769007931909,405.7630843169399,406.3293350744743,407.0284361258279,404.5044230319149,407.0116204739336,406.6373050915751,407.3293281535039,,402.6140312844037,405.2599866666666,406.5420646206896,404.2613666666667,407.0891699565972,405.9968457857326,409.3780545625759,406.0040751515151,408.4648512295082,,,,404.7102988558224,403.3914478571429,404.3516727896996,405.22521038062285,406.5481419047619,405.81311832369937,405.9270375471113,405.7161559510233,404.38553068464734,404.2022699585349,402.4122415687266,405.0190236579893,407.3958063265306,407.3045670769231,405.5746,404.236575,,406.545234868421,406.1997566666666,403.25906816745953,406.9214233227848,406.4335085714286,410.6689620554577,407.86661605315805,406.5240866497462,404.1798101515151,405.56579380368095,407.3425769761453,405.04852151893584,404.78528380952383,406.78191320930233,404.741127496033,406.04407607594936,405.17965686923776,,403.7766787190264,406.303052,407.5446152779132,410.1699949407427,407.22748935550936,,407.109171860465,405.68182109821146,403.65130760348586,405.4750488636364,404.3042845283019,404.7220731578947,407.93207166595226,411.70866875,408.181298638281,404.4872282109479,409.509963986288,406.82453625,405.0457782758622,404.3049864130434,401.3407484615384,407.7674662068965,405.6131443750001,402.21432,407.97698358405415,405.55020875,406.0804968571899,,406.4297148758427,405.42267232790334,409.6982562037037,406.0572777134462,409.60504558221874,405.31598051025776,405.7567040360189,408.5963373814211,405.0750332352941,409.4831244827586,406.1096074942661,407.5591596507011,405.66004513736266,407.99549921153846,404.5092785714286,409.6827506075808,409.9685536369427,408.5070047826087,406.7754890626341,397.10867,405.6444482445068,406.6824580910739,405.39658928947375,405.4172017693316,406.30246786761535,406.0584934088292,402.5855,403.0866848780488,404.2317023,401.93351910982665,403.2019057978724,403.35864350993376,403.80428352657015,403.6422595090439,404.1583318156619,404.850219702329,402.3803229577464,401.3415590546529,406.1238424886878,403.3195527708703,403.0257728752643,403.0372234088335,401.9088072727272,401.838873,403.4687367458809,402.9493449557523,403.0837744,,404.4863164150944,403.1014341960784,402.9060539506173,401.386155,404.37085381742736,401.5973337320575,404.1390919848688,404.4795951140995,401.9227532197496,402.4577977777777,404.9540161956522,403.6840467741936,402.7734583550914,402.4922033560889,404.5620259403694,404.4776933783784,407.67970090909085,407.3096070114943,406.294084,405.1386516514372,404.1766101271187,404.15586747586775,400.58706641582023,407.17527
9/2018,405.5166043529411,402.5930319721193,411.6882,405.6457660465116,402.69085,406.0566111666666,400.163006969697,,405.03172605769225,405.49539735,404.77849625,,405.0170697430638,406.1111945121952,406.4952175,403.9922565217392,404.21122123966944,404.709722,404.4631184287926,405.6039075218659,405.7195781857855,405.7747186,404.9904852124183,406.5607282986768,406.47374752808986,406.3234517758369,,402.8355650409836,,405.8132105769231,406.0590345,405.2867425562914,406.01346355205095,408.7352309674027,406.4113371300448,405.8584155035605,402.79593,405.785785,405.10553,404.6275452767843,406.029170472441,406.34779347222224,405.5919023175965,406.22127255947805,406.1488774367592,405.3194239867432,406.2108044909602,404.3417565436544,404.9202356712963,403.2390017778256,405.5373522229508,405.3563954545455,403.9184515789474,407.2259716666666,406.3076846153845,404.43738104347824,406.0192789781023,405.0666288181818,403.2961745737382,407.2265049275362,402.7847036090225,407.6968184771962,406.475809243066,405.3526856,403.9583077203065,407.85150680751167,407.7077872369596,404.49487886749546,405.3152909090909,405.9520226209151,404.4979397224241,404.73977487179474,405.343797713679,405.0138335294118,404.0462887261276,405.2493703474903,406.94340192882566,406.55323236979854,409.21578,,401.97077515625006,405.0687553328604,404.2369431845238,404.9951148148149,403.6993735240964,404.53199380952384,407.4649539131526,408.851597254902,407.2683937783064,405.259407126798,407.3129604695859,407.6811140686275,406.1200696621621,403.74820375,404.0544075,,404.4693316666667,,406.42663095883273,,404.892637338029,405.5255524105461,407.9192493546952,405.3836635903004,408.2197269776968,406.1121891829589,410.0320440770609,407.0197532518597,405.31884624479136,406.18903601588863,403.96822054945056,408.5020992857144,407.8193878684211,408.0894452798439,405.4461071026965,407.1920081679389,406.01287,407.90037443065694,407.2281657778767,406.8624571428571,406.6202535668789,402.72181,405.89528883427846,406.6153213235295,407.086767,405.2795586935921,406.5052643792623,405.89677055034525,403.698756744868,404.65220586253366,403.6207941190477,404.977164208274,405.671670874036,403.9396644308943,405.51499428,404.6283675606469,404.7387000341686,405.5381177406104,388.90973,401.3737944827586,405.8584047142857,404.5022742600897,404.73556709923656,404.1705160504201,407.0066,401.48302418181805,404.6692625397856,404.7654921875,405.0602661290322,,403.06463609756105,403.2068986725664,406.2288791489361,405.6332887619048,404.4540053333334,401.3140131118881,405.0762105163511,404.7261595247271,404.1342298267328,404.22044731851855,404.7821512,406.0079352083333,402.9819802904564,403.6782343527738,404.89669179694334,404.1400905848514,406.3246103652969,,,404.34930391342175,404.85424294117655,404.1716922196797,403.3706396002066,406.67819285714296
10/2018,406.70445060869565,404.9252614242116,406.4549979746835,406.2728342857143,,406.4303057446808,,404.1605993814434,405.27243335714286,406.4811245945946,405.2358166666666,407.1997825,404.6931975471195,406.1435492682927,400.7447,406.3098506451613,403.38521,404.7713136842105,404.6096509536216,406.15457075000006,407.1553826672614,406.9967581376519,404.828495892054,407.1136629310344,407.90249018348624,407.170795318818,406.03847,404.11228017199016,406.08664,407.2735340184049,404.2153534042554,406.3053470646766,406.466234868421,407.0776406704152,405.7758097692308,405.2644866222222,404.80706888888886,405.55307,405.0003032558139,406.076289366838,,,405.9915021103117,406.42250664956384,406.6778871920225,406.1253787252646,406.9423418928129,406.1546758753862,406.2850876007278,404.7108162380392,405.6412011318052,405.4955014,406.5865981428572,407.1043528205129,405.2676653184165,406.5665239047619,405.0360233333333,405.494965718085,404.7564102150579,408.4957705882353,405.2359333333333,405.91692198033707,406.6126223230573,406.1970142767296,406.5044134530706,407.7730052631579,406.28392754339967,405.1880820094007,406.03652974814815,406.0182623751891,404.8938187134597,405.6848489528796,405.2084646551724,407.403590909091,404.81847675054905,406.0806237401575,407.2259099407982,405.72131069664624,405.6292817857143,405.3032082474228,406.7014685981308,405.9676926180293,406.3082472805642,405.6020914814814,404.7960504904632,405.0343638888889,407.4686942793196,406.8989359278351,406.3421591643796,405.5867290621891,406.6274107453229,407.0535153508772,406.7120505128205,403.79621692929294,406.237890909091,405.08765,404.8571501470588,402.4568364285714,407.304321201752,405.6879526744186,406.76334377226055,405.46498435075887,405.7914287239641,406.1089485370995,407.36261233655085,406.7950507395898,407.0850861069652,406.71433359722914,406.5783921251335,407.2835491895341,405.54959633423175,408.501145,405.7760338594969,405.4386690236325,405.9601291612903,406.68809266666665,406.27861384615386,406.4570657627119,407.05786204995286,404.4927174418606,405.962152270873,404.29103285714285,404.4724007582938,406.97195930996713,406.35997211328976,405.877950809498,407.3781675156131,406.3514313110468,406.5057256097561,405.3229575454546,409.1326216666666,405.46539433962266,406.36243984703634,404.1553471902269,405.4838236231884,404.67733920405215,405.3817500675219,404.64717852560153,404.1844113333333,,406.1454760777385,405.5176778060046,406.0791424363636,404.4517495340909,407.40293,,405.6845484089324,406.8073193333332,405.2871113131313,,404.3050358024692,407.1088078947369,405.197875060241,405.6223889090908,403.8020398275862,404.93713333333335,404.45154556610174,403.1906773110285,405.23775438727415,404.5210195806681,404.1420269201521,408.0454783333333,404.4583130434783,404.03005213722565,406.0528314338339,404.7950070630372,406.2118089876543,,,405.16112238038585,408.2323536470589,404.93770915605097,404.8782056542455,397.32655
11/2018,406.73051333333336,,406.6031594871795,407.07403143356646,,406.5694455555556,,,405.821705505618,406.829078,406.7556256862746,406.2245655,405.8806313048472,406.7283453571428,406.83471900000006,,407.0915058510639,,404.9379918759,406.45129378048784,407.7844968732394,409.152685,405.17287486,406.1025725,408.94386,406.9806782601352,404.578365026455,,402.05063,408.5443852380952,404.6014744285714,407.9935106944444,406.8498770873578,407.7646592469546,,406.86713669376695,405.4848574493445,,406.5975727586207,406.9821601253277,,,405.9974146590909,406.61417942982456,407.17769780878416,406.4390030551626,406.5354425280143,406.9294354954955,407.0621016845238,405.0434523473775,407.84600599999993,407.1469870984456,409.4127253642384,410.0135531578948,406.85478321729954,,409.03186,406.3256941463415,406.2074077744452,407.876035,407.5413272594752,406.7785012369122,406.6756601838992,407.57061171821306,408.76992825783975,,407.6690713731105,405.59081135483865,407.6221217521368,406.833926875,406.7011780773543,404.7192577777778,405.7982790123456,412.13828,405.4971275927835,406.92528595577744,408.467335196876,406.4574471269088,,410.16688438016536,408.2577508211679,405.8523790812918,408.3606064233242,410.79482142857137,408.6112773019608,406.3603664,408.4670951700681,406.42000512962966,405.7025160752799,405.62881813858826,406.40295699339583,406.6041631254238,407.5823803636364,407.782152,410.48035355987054,406.80360866666666,,,407.2115477437326,407.9635025,406.1127622252623,408.30225448275854,405.517876318571,406.5707183173668,407.654518582687,407.2703208494418,406.02190626167135,409.6782279028133,406.7069260197548,407.0233841227485,408.1711083545648,,404.9914546532847,406.01988864479057,408.7655801284666,408.39513565406975,410.8956641818181,405.4276602216379,405.7517922975432,408.20405739495794,406.5252586406109,,404.8334540373445,408.9819258164033,410.40686435483866,405.53764508945926,409.6999993926702,407.9507514330986,406.9611733157894,,,405.1887430252101,409.254106,,407.57409,,,406.86239132492113,,,406.4640661811024,406.229581958042,407.6062566666666,407.5419166666666,,,406.74700267942586,408.0769085,,,,,406.6122145762712,406.7768988461538,406.589685,,405.5054660416667,,405.0249482727272,407.1227898712446,,,,405.36658683870974,406.1786679651789,405.4835470103093,407.4290457142857,405.825055,,406.21021642429145,,407.26268608333334,405.0473745194599,407.0717304651163
12/2018,,,407.4808982840237,409.96388119402985,,406.9447086982248,,,408.2934992708333,407.8225908636364,407.24809803278686,410.78473,407.1063392537556,408.02906090909096,407.60585568421055,408.40677371428575,407.52181923076927,,405.1238260318694,405.9522625,407.2661213682604,407.7990302303603,405.6671167290553,408.2769926618705,409.8594480434783,407.4685957163324,,,405.5987216666667,408.06376,407.33939625,408.74245516654327,407.2607728324587,408.03648046848383,,408.0439515625,408.0305646213094,408.37662,406.9680196153846,407.7788215017948,408.042044,409.013034,,408.9071076923077,407.7484056455261,407.08328625648,407.82732390582345,406.3482371846282,409.4464955172413,407.72633,407.3155063333333,411.0853088749999,408.6025116666667,,408.6015360792952,407.04507,408.01824,408.12045547587127,406.63881159924745,404.58496,406.9819444755245,407.50577056509945,407.3134473564209,407.8845531034484,408.63700363636366,407.2541875989446,407.63500408710496,407.79808797468354,409.2433651646707,407.5756531770833,406.95038963970586,,407.1224992259414,410.8894086111111,407.1982700696594,408.9129524285714,407.4338429180028,406.9094538627617,,410.8583490114943,409.7823189050976,407.44926267341367,410.123564580518,410.9158068208226,409.6584774579832,409.9145884705883,409.8146783817311,408.5832393243243,405.8834368980396,406.8209211990499,408.3041415636304,407.7851392363637,408.9497129411765,411.79700263570567,409.7512462381597,409.53780866666665,408.1947947222223,,408.4720496106424,410.10727756805807,406.2556710725192,407.34247109452735,406.080240611365,407.12659320328544,407.88441930093137,406.4673005000001,406.4061641877378,409.29716727272734,406.30781040504047,407.369201214022,409.9745622271474,,405.63179198280494,407.1709967210404,409.64965171442987,411.5625726367832,413.6321918072289,407.2454367977384,408.4322573927577,408.952545,407.9744718518209,412.2893148964497,406.6422029261283,407.50880104427335,409.2419306445312,406.0146904895907,408.4235528719008,407.0187169492657,410.6422358333334,,,,,,,,,406.8294393848858,,,407.0955973267326,407.7832329032259,,,,,407.0701498058252,,,,,,408.42067,,,,,407.5509507894737,406.0884116666666,,,,,,406.5401871373942,405.80907466321247,407.06981984615385,,,407.7051498051172,407.3880656315789,406.355492,411.7767,
1/2019,408.5985350909091,409.31668068965513,408.305671627907,408.5717076,406.0759919999999,409.0166413291139,,,409.2768161209594,409.1043874566474,409.6987676470587,,408.1521242022012,409.0045681094528,408.29342656666665,409.4730588888888,410.3000815384616,408.77666142857146,404.8684064797168,405.4423774193549,407.6580066721178,408.8249239327354,405.4657687632696,408.09458034482753,409.15859866666665,407.8322096519411,407.12263306666665,,406.46667,411.34137142857145,404.8098040677965,409.19227773103455,408.7819391879131,410.2469770501836,,409.8875844444444,408.3574956692913,,410.4798113793103,409.4786033788536,,,,408.3703481944444,408.1549202926598,408.8835785331855,410.2406920445063,409.6102104824561,410.4041866455362,409.1264592783505,408.396461875,411.8526884277344,411.8861408659218,413.25279,411.7339438841808,408.2668293333333,407.3840974157303,408.322912723666,408.046818784389,414.26978333333335,408.68423412162167,408.71440063065785,409.0021655866098,409.3713030478589,410.79935601092905,413.0309688425926,409.3720123116871,409.7284740301004,411.321412617801,408.8522142735043,409.7729368361276,407.2998975,409.9016983838384,410.85489777777775,409.2774016335878,409.66169826693226,406.6945871863118,408.046739749861,,412.1995961167972,409.3826137535092,405.4038849282386,412.14994878244914,411.38186045227326,412.1846375569559,412.1307969230769,412.1542733079696,407.45261148051947,407.3009654279729,408.4476664548153,408.6273437370712,409.597093798118,412.1143739130434,412.08132877877495,409.9225592328205,409.6919381521739,410.8082412616822,412.163835,409.2865775011236,411.1129531250001,408.3646971361577,404.5311647849463,407.3699161667497,406.5899260242792,408.37140123040666,404.8592052412281,407.9247190874146,406.3161855555555,406.04387869812047,408.34508062562026,411.6067211594331,,407.05895841355925,408.84442702841886,412.82557683013727,409.140494765158,411.4390532608695,407.3728698308884,408.34762818090553,405.6664966129033,409.2019188819758,412.71920387459807,408.189362666177,408.3725106185567,410.0842828918919,405.25522599629113,405.8749143995633,406.26920135135134,,,,409.41048,,,,,,407.85333471724135,,,406.9135661607143,411.2239466666667,,,,,410.1398517886178,,,,,,,,,,,407.139272293233,407.81067,,,,,,406.9217133046964,406.1870522610294,409.0599971794872,,,408.85888128491206,410.9051654545454,409.00012666666663,407.12943,405.99878
